Arquivo,Descrição
vendors/marvell/boards/mw300_rd/ports,3 
vendors/marvell/boards/mw300_rd/ports/pkcs11,3 
vendors/marvell/boards/mw300_rd/ports/pkcs11/iot_pkcs11_pal.c,1 
vendors/marvell/boards/mw300_rd/ports/wifi,2 
vendors/marvell/boards/mw300_rd/ports/wifi/iot_wifi.c,1 
vendors/mediatek/boards/mt7697hx-dev-kit/ports/pkcs11,2 
vendors/mediatek/boards/mt7697hx-dev-kit/ports/pkcs11/iot_pkcs11_pal.c,1 
vendors/mediatek/boards/mt7697hx-dev-kit/ports/wifi/iot_wifi.c,2 
vendors/microchip/boards/curiosity_pic32mzef/ports/pkcs11/iot_pkcs11_pal.c,1 
vendors/microchip/boards/curiosity_pic32mzef/ports/wifi/iot_wifi.c,1 
vendors/nordic/boards/nrf52840-dk/ports/ble/iot_ble_hal_common_gap.c,1 
vendors/nordic/boards/nrf52840-dk/ports/ble/iot_ble_hal_gap.c,2 
vendors/nordic/boards/nrf52840-dk/ports/ble/iot_ble_hal_gatt_server.c,2 
vendors/nxp/boards/lpc54018iotmodule/ports/pkcs11/iot_pkcs11_pal.c,1 
vendors/nxp/boards/lpc54018iotmodule/ports/secure_sockets/iot_secure_sockets.c,1 
vendors/nxp/boards/lpc54018iotmodule/ports/wifi/iot_wifi.c,1 
vendors/pc/boards/windows/ports/pkcs11/iot_pkcs11_pal.c,2 
vendors/renesas/boards/rx65n-rsk/ports,2 
vendors/renesas/boards/rx65n-rsk/ports/pkcs11,2 
vendors/renesas/boards/rx65n-rsk/ports/pkcs11/iot_pkcs11_pal.c,1 
vendors/st/boards/stm32l475_discovery/ports/pkcs11,2 
vendors/st/boards/stm32l475_discovery/ports/pkcs11/iot_pkcs11_pal.c,1 
vendors/st/boards/stm32l475_discovery/ports/secure_sockets/iot_secure_sockets.c,1 
vendors/st/boards/stm32l475_discovery/ports/wifi/iot_wifi.c,1 
vendors/ti/boards/cc3220_launchpad/ports/pkcs11,1 
vendors/ti/boards/cc3220_launchpad/ports/pkcs11/iot_pkcs11_pal.c,1 
vendors/ti/boards/cc3220_launchpad/ports/secure_sockets/iot_secure_sockets.c,1 
vendors/ti/boards/cc3220_launchpad/ports/wifi,1 
vendors/ti/boards/cc3220_launchpad/ports/wifi/iot_wifi.c,1 
vendors/vendor/boards/board/ports/pkcs11,2 
vendors/vendor/boards/board/ports/pkcs11/iot_pkcs11_pal.c,1 
vendors/vendor/boards/board/ports/secure_sockets/iot_secure_sockets.c,1 
vendors/vendor/boards/board/ports/wifi,1 
vendors/vendor/boards/board/ports/wifi/iot_wifi.c,1 
vendors/xilinx/boards/microzed/ports,2 
vendors/xilinx/boards/microzed/ports/pkcs11,2 
vendors/xilinx/boards/microzed/ports/pkcs11/iot_pkcs11_pal.c,1 
vendors/nuvoton/boards/numaker_iot_m487_wifi/ports,2 
vendors/nuvoton/boards/numaker_iot_m487_wifi/ports/pkcs11,2 
vendors/nuvoton/boards/numaker_iot_m487_wifi/ports/pkcs11/iot_pkcs11_pal.c,1 
vendors/nuvoton/boards/numaker_iot_m487_wifi/ports/secure_sockets,1 
vendors/nuvoton/boards/numaker_iot_m487_wifi/ports/secure_sockets/iot_secure_sockets.c,1 
vendors/nuvoton/boards/numaker_iot_m487_wifi/ports/wifi,1 
vendors/nuvoton/boards/numaker_iot_m487_wifi/ports/wifi/iot_wifi.c,1 
vendors/espressif/boards/esp32/ports/ble/bluedroid,2 
vendors/espressif/boards/esp32/ports/ble/bluedroid/iot_ble_hal_common_gap.c,2 
vendors/espressif/boards/esp32/ports/ble/bluedroid/iot_ble_hal_gap.c,1 
vendors/espressif/boards/esp32/ports/ble/bluedroid/iot_ble_hal_gatt_server.c,1 
vendors/espressif/boards/esp32/ports/ble/nimble,3 
vendors/espressif/boards/esp32/ports/ble/nimble/iot_ble_hal_gap.c,2 
vendors/nuvoton/boards/numaker_iot_m487_wifi/aws_tests/application_code/nuvoton_code,1 
vendors/nuvoton/boards/numaker_iot_m487_wifi/aws_tests/application_code/nuvoton_code/entropy_hardware_poll.c,1 
vendors/espressif/boards/esp32/ports/ble/nimble/iot_ble_hal_common_gap.c,3 
vendors/espressif/boards/esp32/ports/ble/nimble/iot_ble_hal_gatt_server.c,1 
vendors/infineon/boards/xmc4800_plus_optiga_trust_x,1 
vendors/infineon/boards/xmc4800_plus_optiga_trust_x/ports,1 
vendors/infineon/boards/xmc4800_plus_optiga_trust_x/ports/secure_sockets,1 
vendors/infineon/boards/xmc4800_plus_optiga_trust_x/ports/secure_sockets/iot_secure_sockets.c,1 
vendors/infineon/secure_elements/pkcs11,2 
vendors/infineon/secure_elements/pkcs11/iot_pkcs11_trustx.c,2 
vendors/infineon/boards/xmc4800_plus_optiga_trust_x/aws_demos,1 
vendors/infineon/boards/xmc4800_plus_optiga_trust_x/aws_demos/application_code,1 
vendors/infineon/boards/xmc4800_plus_optiga_trust_x/aws_demos/application_code/main.c,1 
vendors/infineon/boards/xmc4800_plus_optiga_trust_x/aws_tests,1 
vendors/infineon/boards/xmc4800_plus_optiga_trust_x/aws_tests/application_code,1 
vendors/infineon/boards/xmc4800_plus_optiga_trust_x/aws_tests/application_code/main.c,1 
vendors/infineon/boards/xmc4800_plus_optiga_trust_x/ports/wifi,1 
vendors/infineon/boards/xmc4800_plus_optiga_trust_x/ports/wifi/iot_wifi.c,1 
vendors/microchip/boards/ecc608a_plus_winsim/aws_demos/application_code/aws_demo_logging.c,1 
vendors/cypress/boards/CY8CKIT_064S0S2_4343W,5 
vendors/cypress/boards/CY8CKIT_064S0S2_4343W/aws_tests,4 
vendors/cypress/boards/CY8CKIT_064S0S2_4343W/aws_tests/application_code,4 
vendors/cypress/boards/CY8CKIT_064S0S2_4343W/aws_demos,4 
vendors/cypress/boards/CY8CKIT_064S0S2_4343W/aws_demos/application_code,4 
vendors/cypress/boards/CY8CKIT_064S0S2_4343W/aws_demos/application_code/main.c,1 
vendors/cypress/boards/CY8CKIT_064S0S2_4343W/ports,5 
vendors/cypress/boards/CY8CKIT_064S0S2_4343W/aws_demos/application_code/cy_code,4 
vendors/cypress/boards/CY8CKIT_064S0S2_4343W/aws_demos/application_code/cy_code/GeneratedSource,2 
vendors/cypress/boards/CY8CKIT_064S0S2_4343W/aws_tests/application_code/cy_code,4 
vendors/cypress/boards/CY8CKIT_064S0S2_4343W/aws_tests/application_code/cy_code/GeneratedSource,2 
vendors/espressif/boards/ports,4 
vendors/espressif/boards/ports/wifi,2 
vendors/espressif/boards/ports/wifi/iot_wifi.c,2 
vendors/espressif/boards/ports/ota_pal_for_aws,2 
vendors/espressif/boards/ports/ota_pal_for_aws/ota_pal.c,2 
freertos_kernel/portable/ThirdParty,2 
freertos_kernel/portable/ThirdParty/GCC,2 
tools/cbmc/proofs/DHCP,3 
tools/cbmc/proofs/DHCP/DHCPProcess,1 
tools/cbmc/proofs/DHCP/DHCPProcess/DHCPProcess_harness.c,1 
libraries/3rdparty/tinycbor,2 
libraries/abstractions,1 
libraries/abstractions/ble_hal,4 
libraries/abstractions/ble_hal/test,4 
libraries/abstractions/pkcs11,2 
libraries/abstractions/pkcs11/mbedtls,2 
libraries/abstractions/pkcs11/test,1 
libraries/abstractions/platform,1 
libraries/abstractions/platform/freertos,1 
libraries/abstractions/platform/freertos/iot_metrics.c,1 
libraries/abstractions/platform/test,1 
libraries/abstractions/platform/test/iot_test_platform_clock.c,1 
libraries/abstractions/platform/test/iot_test_platform_threads.c,1 
libraries/abstractions/secure_sockets/freertos_plus_tcp,1 
libraries/abstractions/secure_sockets/lwip,1 
libraries/abstractions/secure_sockets/test,1 
libraries/freertos_plus/aws/ota/test/aws_test_ota_end_to_end.c,1 
libraries/freertos_plus/aws/ota/test/aws_test_ota_pal.c,1 
libraries/freertos_plus/standard/crypto,1 
libraries/freertos_plus/standard/crypto/src,1 
libraries/freertos_plus/standard/crypto/test,1 
libraries/freertos_plus/standard/freertos_plus_posix,2 
libraries/freertos_plus/standard/freertos_plus_posix/source,2 
libraries/freertos_plus/standard/freertos_plus_posix/source/FreeRTOS_POSIX_clock.c,1 
libraries/freertos_plus/standard/freertos_plus_posix/source/FreeRTOS_POSIX_mqueue.c,1 
libraries/freertos_plus/standard/freertos_plus_posix/source/FreeRTOS_POSIX_pthread.c,1 
libraries/freertos_plus/standard/freertos_plus_posix/source/FreeRTOS_POSIX_pthread_barrier.c,1 
libraries/freertos_plus/standard/freertos_plus_posix/source/FreeRTOS_POSIX_pthread_cond.c,1 
libraries/freertos_plus/standard/freertos_plus_posix/source/FreeRTOS_POSIX_pthread_mutex.c,1 
libraries/freertos_plus/standard/freertos_plus_posix/source/FreeRTOS_POSIX_sched.c,1 
libraries/freertos_plus/standard/freertos_plus_posix/source/FreeRTOS_POSIX_semaphore.c,1 
libraries/freertos_plus/standard/freertos_plus_posix/source/FreeRTOS_POSIX_timer.c,1 
libraries/freertos_plus/standard/freertos_plus_posix/source/FreeRTOS_POSIX_unistd.c,1 
libraries/freertos_plus/standard/freertos_plus_posix/test,2 
libraries/freertos_plus/standard/freertos_plus_tcp,3 
libraries/freertos_plus/standard/freertos_plus_tcp/source,3 
libraries/freertos_plus/standard/freertos_plus_tcp/source/FreeRTOS_ARP.c,1 
libraries/freertos_plus/standard/freertos_plus_tcp/source/FreeRTOS_DHCP.c,1 
libraries/freertos_plus/standard/freertos_plus_tcp/source/FreeRTOS_DNS.c,1 
libraries/freertos_plus/standard/freertos_plus_tcp/source/FreeRTOS_IP.c,2 
libraries/freertos_plus/standard/freertos_plus_tcp/source/FreeRTOS_Sockets.c,2 
libraries/freertos_plus/standard/freertos_plus_tcp/source/FreeRTOS_Stream_Buffer.c,1 
libraries/freertos_plus/standard/freertos_plus_tcp/source/FreeRTOS_TCP_IP.c,1 
libraries/freertos_plus/standard/freertos_plus_tcp/source/FreeRTOS_TCP_WIN.c,1 
libraries/freertos_plus/standard/freertos_plus_tcp/source/FreeRTOS_UDP_IP.c,1 
libraries/freertos_plus/standard/freertos_plus_tcp/source/portable,2 
libraries/freertos_plus/standard/freertos_plus_tcp/source/portable/BufferManagement,1 
libraries/freertos_plus/standard/freertos_plus_tcp/source/portable/BufferManagement/BufferAllocation_1.c,1 
libraries/freertos_plus/standard/freertos_plus_tcp/source/portable/BufferManagement/BufferAllocation_2.c,1 
libraries/freertos_plus/standard/freertos_plus_tcp/source/portable/NetworkInterface/ATSAM4E,1 
libraries/freertos_plus/standard/freertos_plus_tcp/source/portable/NetworkInterface/ATSAM4E/NetworkInterface.c,1 
libraries/freertos_plus/standard/freertos_plus_tcp/source/portable/NetworkInterface/LPC17xx,1 
libraries/freertos_plus/standard/freertos_plus_tcp/source/portable/NetworkInterface/LPC17xx/NetworkInterface.c,1 
libraries/freertos_plus/standard/freertos_plus_tcp/source/portable/NetworkInterface/LPC18xx,1 
libraries/freertos_plus/standard/freertos_plus_tcp/source/portable/NetworkInterface/LPC18xx/NetworkInterface.c,1 
libraries/freertos_plus/standard/freertos_plus_tcp/source/portable/NetworkInterface/SH2A,1 
libraries/freertos_plus/standard/freertos_plus_tcp/source/portable/NetworkInterface/SH2A/NetworkInterface.c,1 
libraries/freertos_plus/standard/freertos_plus_tcp/source/portable/NetworkInterface/STM32Fxx,1 
libraries/freertos_plus/standard/freertos_plus_tcp/source/portable/NetworkInterface/STM32Fxx/NetworkInterface.c,1 
libraries/freertos_plus/standard/freertos_plus_tcp/source/portable/NetworkInterface/WinPCap,1 
libraries/freertos_plus/standard/freertos_plus_tcp/source/portable/NetworkInterface/WinPCap/NetworkInterface.c,1 
libraries/freertos_plus/standard/freertos_plus_tcp/source/portable/NetworkInterface/Zynq,1 
libraries/freertos_plus/standard/freertos_plus_tcp/source/portable/NetworkInterface/Zynq/NetworkInterface.c,1 
libraries/freertos_plus/standard/freertos_plus_tcp/source/portable/NetworkInterface/Zynq/x_emacpsif_dma.c,1 
libraries/freertos_plus/standard/freertos_plus_tcp/source/portable/NetworkInterface/board_family,1 
libraries/freertos_plus/standard/freertos_plus_tcp/source/portable/NetworkInterface/board_family/NetworkInterface.c,1 
libraries/freertos_plus/standard/freertos_plus_tcp/source/portable/NetworkInterface/ksz8851snl,1 
libraries/freertos_plus/standard/freertos_plus_tcp/source/portable/NetworkInterface/ksz8851snl/NetworkInterface.c,1 
libraries/freertos_plus/standard/freertos_plus_tcp/source/portable/NetworkInterface/mw300_rd,1 
libraries/freertos_plus/standard/freertos_plus_tcp/source/portable/NetworkInterface/mw300_rd/NetworkInterface.c,1 
libraries/freertos_plus/standard/freertos_plus_tcp/test,2 
libraries/freertos_plus/standard/tls,2 
libraries/freertos_plus/standard/tls/src,1 
libraries/freertos_plus/standard/tls/test,2 
libraries/freertos_plus/aws/greengrass,2 
libraries/freertos_plus/aws/greengrass/src,1 
libraries/freertos_plus/aws/greengrass/src/aws_greengrass_discovery.c,1 
libraries/freertos_plus/aws/greengrass/src/aws_helper_secure_connect.c,1 
libraries/freertos_plus/aws/greengrass/test,2 
libraries/freertos_plus/aws/greengrass/test/aws_test_greengrass_discovery.c,1 
libraries/freertos_plus/aws/greengrass/test/aws_test_helper_secure_connect.c,1 
libraries/abstractions/ble_hal/test/iot_test_ble_hal.c,2 
libraries/abstractions/pkcs11/mbedtls/iot_pkcs11_mbedtls.c,1 
libraries/abstractions/pkcs11/test/iot_test_pkcs11.c,1 
libraries/abstractions/platform/freertos/iot_clock_freertos.c,1 
libraries/abstractions/platform/freertos/iot_network_freertos.c,1 
libraries/abstractions/platform/freertos/iot_threads_freertos.c,1 
libraries/abstractions/secure_sockets/freertos_plus_tcp/iot_secure_sockets.c,1 
libraries/abstractions/secure_sockets/lwip/iot_secure_sockets.c,1 
libraries/abstractions/secure_sockets/test/iot_test_tcp.c,1 
libraries/abstractions/wifi/test/iot_test_wifi.c,1 
libraries/freertos_plus/standard/crypto/src/iot_crypto.c,1 
libraries/freertos_plus/standard/crypto/test/iot_test_crypto.c,1 
libraries/freertos_plus/standard/freertos_plus_posix/test/iot_test_posix_clock.c,1 
libraries/freertos_plus/standard/freertos_plus_posix/test/iot_test_posix_mqueue.c,1 
libraries/freertos_plus/standard/freertos_plus_posix/test/iot_test_posix_pthread.c,1 
libraries/freertos_plus/standard/freertos_plus_posix/test/iot_test_posix_semaphore.c,1 
libraries/freertos_plus/standard/freertos_plus_posix/test/iot_test_posix_stress.c,1 
libraries/freertos_plus/standard/freertos_plus_posix/test/iot_test_posix_timer.c,1 
libraries/freertos_plus/standard/freertos_plus_posix/test/iot_test_posix_unistd.c,1 
libraries/freertos_plus/standard/freertos_plus_posix/test/iot_test_posix_utils.c,2 
libraries/freertos_plus/standard/freertos_plus_tcp/test/iot_test_freertos_tcp.c,1 
libraries/freertos_plus/standard/tls/src/iot_tls.c,1 
libraries/freertos_plus/standard/tls/test/iot_test_tls.c,2 
libraries/freertos_plus/standard/pkcs11,2 
libraries/freertos_plus/standard/pkcs11/src,2 
libraries/freertos_plus/standard/pkcs11/src/iot_pkcs11.c,1 
libraries/abstractions/ble_hal/test/src,3 
libraries/abstractions/ble_hal/test/src/iot_test_ble_hal_afqp.c,2 
libraries/abstractions/ble_hal/test/src/iot_test_ble_hal_common.c,2 
libraries/abstractions/common_io,2 
libraries/abstractions/common_io/test,2 
libraries/abstractions/common_io/test/iot_test_common_io.c,1 
libraries/abstractions/common_io/test/test_iot_spi.c,2 
libraries/abstractions/common_io/test/test_iot_uart.c,1 
libraries/abstractions/common_io/test/test_iot_i2c.c,1 
libraries/abstractions/common_io/test/test_iot_adc.c,1 
libraries/abstractions/common_io/test/test_iot_gpio.c,1 
libraries/abstractions/common_io/test/test_iot_watchdog.c,1 
libraries/abstractions/pkcs11/ecc608a,1 
libraries/abstractions/pkcs11/ecc608a/atca_cert_chain.c,1 
libraries/abstractions/pkcs11/ecc608a/iot_pkcs11_secure_element.c,1 
libraries/abstractions/common_io/test/test_iot_flash.c,1 
libraries/abstractions/common_io/test/test_iot_timer.c,1 
libraries/abstractions/common_io/test/test_iot_power.c,1 
libraries/abstractions/pkcs11/test/MBT_C_CloseSession.c,1 
libraries/abstractions/pkcs11/test/MBT_C_DigestFinal.c,1 
libraries/abstractions/pkcs11/test/MBT_C_DigestInit.c,1 
libraries/abstractions/pkcs11/test/MBT_C_DigestUpdate.c,1 
libraries/abstractions/pkcs11/test/MBT_C_Finalize.c,1 
libraries/abstractions/pkcs11/test/MBT_C_FindObjects.c,1 
libraries/abstractions/pkcs11/test/MBT_C_FindObjectsFinal.c,1 
libraries/abstractions/pkcs11/test/MBT_C_FindObjectsInit.c,1 
libraries/abstractions/pkcs11/test/MBT_C_GenerateKeyPair.c,1 
libraries/abstractions/pkcs11/test/MBT_C_GenerateRandom.c,1 
libraries/abstractions/pkcs11/test/MBT_C_GetAttributeValue.c,1 
libraries/abstractions/pkcs11/test/MBT_C_Initialize.c,1 
libraries/abstractions/pkcs11/test/MBT_C_OpenSession.c,1 
libraries/abstractions/pkcs11/test/MBT_C_Sign.c,1 
libraries/abstractions/pkcs11/test/MBT_C_SignInit.c,1 
libraries/abstractions/pkcs11/test/MBT_C_Verify.c,1 
libraries/abstractions/pkcs11/test/MBT_C_VerifyInit.c,1 
libraries/abstractions/pkcs11/test/MBT_DigestMachine.c,1 
libraries/abstractions/pkcs11/test/MBT_GenerationMachine.c,1 
libraries/abstractions/pkcs11/test/MBT_ObjectMachine.c,1 
libraries/abstractions/pkcs11/test/MBT_SessionMachine.c,1 
libraries/abstractions/pkcs11/test/MBT_SignMachine.c,1 
libraries/abstractions/pkcs11/test/MBT_VerifyMachine.c,1 
libraries/abstractions/transport/secure_sockets,1 
libraries/abstractions/transport/secure_sockets/transport_secure_sockets.c,1 
libraries/abstractions/pkcs11/ecc608a/core_pkcs11_secure_element.c,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/bootloader_support,3 
lib/third_party/mcu_vendor/espressif/esp-idf/components/bootloader_support/src,3 
lib/third_party/mcu_vendor/espressif/esp-idf/components/fatfs,2 
lib/third_party/mcu_vendor/espressif/esp-idf/components/fatfs/src,2 
lib/bluetooth_low_energy/portable,2 
lib/bluetooth_low_energy/portable/nordic,1 
lib/bluetooth_low_energy/portable/nordic/nrf52840-dk,1 
tests/common/ble/aws_test_ble.c,1 
lib/third_party/mcu_vendor/espressif,2 
lib/third_party/mcu_vendor/espressif/esp-idf,2 
lib/third_party/mcu_vendor/espressif/esp-idf/components,2 
lib/third_party/mcu_vendor/espressif/esp-idf/components/esp32,2 
lib/third_party/mcu_vendor/espressif/esp-idf/components/nvs_flash,1 
lib/bluetooth_low_energy/aws_ble_gap.c,1 
demos/cli,1 
vendors/espressif/esp-idf/components/expat,2 
vendors/espressif/esp-idf/components/spi_flash,2 
vendors/espressif/esp-idf/components/spi_flash/sim,2 
vendors/espressif/esp-idf/components/spi_flash/sim/stubs,2 
vendors/espressif/esp-idf/tools,2 
vendors/espressif/esp-idf/tools/unit-test-app,2 
vendors/espressif/esp-idf/tools/unit-test-app/components,2 
libraries/abstractions/ble_hal/test/src/iot_test_ble_hal_integration.c,2 
modules/libraries/standard/mqtt/test/system,1 
modules/libraries/standard/mqtt/test/system/iot_tests_mqtt_system.c,1 
test/src,1 
test/src/aws_test_runner.c,1 
lib/FreeRTOS-Plus-POSIX,1 
lib/FreeRTOS-Plus-POSIX/source,1 
lib/FreeRTOS-Plus-POSIX/source/FreeRTOS_POSIX_pthread_mutex.c,1 
tests/espressif,1 
tests/espressif/esp32_devkitc_esp_wrover_kit,1 
tests/espressif/esp32_devkitc_esp_wrover_kit/common,1 
tests/espressif/esp32_devkitc_esp_wrover_kit/common/application_code,1 
tests/espressif/esp32_devkitc_esp_wrover_kit/common/application_code/main.c,1 
libraries/abstractions/pkcs11/mbedtls/aws_pkcs11_mbedtls.c,1 
libraries/abstractions/pkcs11/test/aws_test_pkcs11.c,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/app_update,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/app_update/esp_ota_ops.c,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/driver,4 
lib/third_party/mcu_vendor/espressif/esp-idf/components/driver/i2c.c,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/driver/spi_master.c,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/driver/spi_slave.c,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/driver/test,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/driver/test/test_adc2.c,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/esp32/esp_timer.c,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/esp32/hwcrypto,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/esp32/hwcrypto/sha.c,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/esp32/panic.c,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/esp32/phy_init.c,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/esptool_py,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/esptool_py/esptool,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/esptool_py/esptool/flasher_stub,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/esptool_py/esptool/flasher_stub/stub_flasher.c,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/fatfs/src/vfs_fat.c,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/newlib,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/newlib/test,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/newlib/test/test_time.c,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/soc,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/soc/esp32,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/soc/esp32/rtc_clk.c,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/spiffs,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/spiffs/test,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/spiffs/test/test_spiffs.c,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/vfs,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/vfs/vfs.c,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/vfs/vfs_uart.c,1 
lib/third_party/mcu_vendor/espressif/esp-idf/tools,3 
lib/third_party/mcu_vendor/espressif/esp-idf/tools/unit-test-app,3 
lib/third_party/mcu_vendor/espressif/esp-idf/tools/unit-test-app/components,3 
lib/third_party/mcu_vendor/espressif/esp-idf/tools/unit-test-app/components/unity,3 
lib/third_party/mcu_vendor/espressif/esp-idf/tools/unit-test-app/components/unity/unity_platform.c,1 
lib/third_party/mcu_vendor/espressif/esp-idf/tools/unit-test-app/main,1 
lib/third_party/mcu_vendor/espressif/esp-idf/tools/unit-test-app/main/app_main.c,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/bootloader_support/src/bootloader_utility.c,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/bt,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/bt/bluedroid,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/bt/bluedroid/bta,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/bt/bluedroid/bta/dm,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/bt/bluedroid/bta/dm/bta_dm_api.c,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/bt/bluedroid/bta/jv,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/bt/bluedroid/bta/jv/bta_jv_act.c,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/bt/bluedroid/btc,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/bt/bluedroid/btc/profile,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/bt/bluedroid/btc/profile/std,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/bt/bluedroid/btc/profile/std/a2dp,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/bt/bluedroid/btc/profile/std/a2dp/btc_a2dp_sink.c,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/bt/bluedroid/btc/profile/std/a2dp/btc_a2dp_source.c,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/bt/bluedroid/btc/profile/std/gap,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/bt/bluedroid/btc/profile/std/gap/btc_gap_ble.c,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/bt/bluedroid/btc/profile/std/spp,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/bt/bluedroid/btc/profile/std/spp/btc_spp.c,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/bt/bluedroid/stack,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/bt/bluedroid/stack/btm,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/bt/bluedroid/stack/btm/btm_ble_privacy.c,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/bt/bluedroid/stack/l2cap,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/bt/bluedroid/stack/l2cap/l2c_ble.c,1 
tools/cbmc/proofs/DNS,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/driver/rtc_module.c,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/esp32/pm_locks.c,1 
libraries/3rdparty/tracealyzer_re,1 
libraries/3rdparty/tracealyzer_recorder/strea,1 
libraries/3rdparty/tracealyzer_recorder/streamports,1 
libraries/3rdparty/tracealyzer_recorder,1 
libraries/3rdparty/tracealyzer_recorder/streamports/USB_CDC,1 
libraries/3rdparty/tracealyzer_recorder/streamports/USB_CDC/trcStreamingPort.c,1 
libraries/3rdparty/tracealyzer_recorder/trcKernelPort.c,1 
libraries/3rdparty/tracealyzer_recorder/trcSnapshotRecorder.c,1 
libraries/3rdparty/tracealyzer_recorder/trcStreamingRecorder.c,1 
lib/third_party/mcu_vendor/espressif/esp-idf/components/esp32/intr_alloc.c,1 
lib/defender/portable,1 
lib/defender/portable/freertos,1 
lib/defender/portable/freertos/aws_defender_tcp_conn.c,1 
lib/pkcs11/portable/pc/windows/aws_pkcs11_pal.c,1 
lib/defender/aws_defender.c,1 
lib/cbor/test/test_main.c,1 
demos/common/mqtt/aws_mqtt_ble_hello_world.c,1 
demos/common/demo_runner/iot_demo_afr.c,1 
modules/ports/ble/services,1 
tools/cbmc/proofs/CheckOptions,1 
tools/cbmc/proofs/CheckOptions/CheckOptions_harness.c,1 
tools/cbmc/proofs/CheckOptionsInner,1 
tools/cbmc/proofs/CheckOptionsInner/CheckOptionsInner_harness.c,1 
tools/cbmc/proofs/CheckOptionsOuter,1 
tools/cbmc/proofs/CheckOptionsOuter/CheckOptionsOuter_harness.c,1 
tools/cbmc/proofs/ParseDNSReply,1 
tools/cbmc/proofs/ParseDNSReply/ParseDNSReply_harness.c,1 
tools/cbmc/proofs/ARP,1 
tools/cbmc/proofs/HTTP/global_state_HTTP.c,1 
tools/cbmc/proofs/ARP/ARP_OutputARPRequest_buffer_alloc2,1 
tools/cbmc/proofs/ARP/ARP_OutputARPRequest_buffer_alloc2/OutputARPRequest_harness.c,1 
demos/nuvoton,2 
demos/nuvoton/numaker_iot_m487_wifi,2 
demos/nuvoton/numaker_iot_m487_wifi/common,2 
demos/nuvoton/numaker_iot_m487_wifi/common/application_code,2 
vendors/nuvoton/sdk,1 
libraries/3rdparty/lwip/src/portable,1 
libraries/3rdparty/lwip/src/portable/arch,1 
libraries/3rdparty/lwip/src/portable/arch/sys_arch.c,1 
libraries/3rdparty/lwip/src/portable/cypress,1 
libraries/3rdparty/lwip/src/portable/cypress/CYW943907AEVAL1F,1 
